amount_requested,days_since_incident,prior_claims_count,doc_confidence_score,consistency_score,has_police_report,has_medical_certificate,has_death_certificate,has_repair_estimate,document_count,policy_number_extracted,amount_vs_policy_limit_ratio,incident_on_weekend,submission_within_7_days,name_mismatch,date_mismatch,decision,claim_type_Multi-vehicle Collision,claim_type_Parked Car,claim_type_Single Vehicle Collision,claim_type_Vehicle Theft
40000.0,45,0,0.9692280400744296,0.8962376797904748,0,0,0,1,1,1,6.6119,0,0,0,0,REJECT,1,0,0,0
40000.0,45,5,0.719031565571567,0.7138428847308168,0,0,0,1,1,1,6.5844,0,0,0,1,APPROVE,0,0,1,0
40000.0,45,3,0.8593294312976797,0.7515526277607821,0,0,0,0,0,1,3.1388,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8713512175445832,0.6797715433215827,0,0,0,1,1,1,0.8475,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.889291155895395,0.9884295993063288,0,0,0,1,1,1,1.7931,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7741432047662261,0.8069185983560293,0,0,0,1,1,1,5.5302,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8057242639807607,0.9584226749991939,0,0,0,1,1,1,1.5038,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9446673536028435,0.7385999084067391,0,0,0,0,0,1,1.44,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7565334030013463,0.9443366412389903,0,0,0,0,0,1,3.1526,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.939791675680275,0.6215547393708656,0,0,0,1,1,1,1.209,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8631700726417952,0.9928361270097152,0,0,0,1,1,1,2.9734,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9210343782462838,0.9648137468133211,0,0,0,0,0,1,7.7727,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9069461362164067,0.745281177910662,0,0,0,1,1,1,0.6496,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.7601783336616149,0.909888866125831,0,0,0,1,1,1,6.7291,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.8649556935658231,0.9009031705895304,0,0,0,1,1,1,7.9522,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9516397143134767,0.9605019188411726,0,0,0,1,1,1,3.773,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8253137086725595,0.7229019924515244,0,0,0,0,0,1,7.5729,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9803113233647618,0.7862080021256598,0,0,0,0,0,1,2.4586,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8311423790294982,0.9459998450424212,0,0,0,1,1,1,7.8672,0,0,0,0,ESCALATE,1,0,0,0
40000.0,4,3,0.7414078346336865,0.9114317816540864,0,0,0,1,1,1,6.9616,0,1,0,0,APPROVE,0,0,0,1
40000.0,45,3,0.8129360572225253,0.7573866874961117,0,0,0,1,1,1,7.1352,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9759936978532557,0.9382900931648488,0,0,0,1,1,1,1.478,0,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.7927190463085577,0.6187816156929605,0,0,0,1,1,1,7.0255,0,0,0,0,APPROVE,1,0,0,0
70000.0,45,5,0.9517484663614482,0.912818521185196,0,0,0,1,1,1,7.5637,0,0,0,0,ESCALATE,0,0,0,1
50000.0,45,5,0.955562697687748,0.6827063437734803,0,0,0,0,0,1,6.6429,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8015540920562687,0.7144483631295149,0,0,0,1,1,1,1.1852,0,0,0,1,APPROVE,1,0,0,0
40000.0,45,5,0.7241447208346833,0.7972859374382375,0,0,0,0,0,1,1.1358,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9101217936560573,0.7798938004279896,0,0,0,1,1,1,3.182,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7903385667140559,0.8082280427479523,0,0,0,1,1,1,5.7869,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.927047848134696,0.8179102382688095,0,0,0,1,1,1,0.5934,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8283699059955256,0.7326110764125988,0,0,0,1,1,1,7.6298,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8407273552793603,0.670091005206812,0,0,0,0,0,1,4.4409,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9255937279570756,0.9073924917149224,0,0,0,0,0,1,3.1878,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8108853660078721,0.7599904596348568,0,0,0,1,1,1,4.7092,0,0,0,1,APPROVE,1,0,0,0
40000.0,45,3,0.8285069301436452,0.8023363449836236,0,0,0,1,1,1,5.8684,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8090952359431904,0.8578786873404471,0,0,0,1,1,1,2.5496,0,0,1,0,APPROVE,0,0,0,1
40000.0,45,5,0.8065287494304112,0.9638551689226624,0,0,0,1,1,1,2.6834,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8525245073014232,0.8830211324560879,0,0,0,0,0,1,4.0113,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9345518389053337,0.6181836902361538,0,0,0,1,1,1,5.5245,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.804912810457544,0.935424145359207,0,0,0,1,1,1,5.7978,0,0,0,0,APPROVE,1,0,0,0
40000.0,0,1,0.8520338689559437,0.9957420060510076,0,0,0,1,1,1,2.9304,0,1,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.8945109243783542,0.7889940101485529,0,0,0,0,0,1,2.9187,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.7781374394280599,0.9878361345818403,0,0,0,1,1,1,4.1533,0,0,0,0,REJECT,0,0,1,0
40000.0,45,3,0.7804816134216939,0.8189314969372598,0,0,0,1,1,1,4.5644,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.970689806836802,0.7838463983487799,0,0,0,1,1,1,5.3706,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.9098250262660157,0.732561905890982,0,0,0,1,1,1,5.1328,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8673841361047596,0.8630219503333355,0,0,0,0,0,1,3.2939,1,0,0,0,REJECT,1,0,0,0
40000.0,45,1,0.8878388157819774,0.6919281682100178,0,0,0,1,1,1,2.7267,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7084968384999912,0.6419736874057617,0,0,0,1,1,1,2.8094,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8792498600128921,0.6108948410336856,0,0,0,1,1,1,5.3405,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8477575732350185,0.7169520450861055,0,0,0,1,1,1,3.7486,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8582674071360363,0.7583083328668153,0,0,0,1,1,1,1.5076,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8042329097809369,0.8208306785124991,0,0,0,1,1,1,0.5444,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7236274303367531,0.7170999300748025,0,0,0,0,0,1,0.7226,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7560683777474951,0.9936238289541645,0,0,0,1,1,1,7.0064,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9757159668316748,0.716698067296467,0,0,1,0,1,1,3.9337,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8185228730585709,0.7763901553785635,0,0,0,0,0,1,5.4307,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.8353381151909506,0.6413104662127601,0,0,0,0,0,1,7.4678,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7152858390574973,0.7042506053348303,0,0,0,1,1,1,1.4471,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7108942065677544,0.6193328559155964,0,0,0,0,0,1,3.8571,0,0,1,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9079826196435596,0.8238034533749312,0,0,0,1,1,1,4.543,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.8560474525951223,0.9004258732529726,0,0,0,1,1,1,6.8115,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8475247354227173,0.6782839257344272,0,0,0,0,0,1,7.9529,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7705061138225738,0.7471643751264283,0,0,0,1,1,1,5.8376,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9159777121726774,0.6066464906908642,0,0,0,1,1,1,5.3138,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7487886079414626,0.9358088222888848,0,0,0,0,0,1,7.4023,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7550810756616958,0.9119854099726679,0,0,0,1,1,1,6.7804,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,1,0.8336065296909998,0.6253016123497169,0,0,0,0,0,1,6.9878,1,0,0,1,REJECT,1,0,0,0
40000.0,45,1,0.7830211600124628,0.7459470437281646,0,0,0,0,0,1,0.5203,1,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.7717642645576124,0.9821146455397982,0,0,0,1,1,1,4.3582,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8871189169204662,0.7568108224315908,0,0,0,1,1,1,6.3705,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8887818061133779,0.8104834706896065,0,0,0,0,0,1,1.8609,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9391099502419795,0.7420971444041421,0,0,0,1,1,1,6.1359,1,0,0,0,ESCALATE,1,0,0,0
40000.0,22,1,0.821135484422163,0.8384525552513047,0,0,0,1,1,1,0.5687,0,0,0,0,APPROVE,0,0,0,1
40000.0,45,3,0.7211946763975835,0.9912627502547289,0,0,0,1,1,1,4.8138,0,0,0,0,APPROVE,0,0,1,0
50000.0,45,0,0.7793632516272226,0.9990010013924788,0,0,0,1,1,1,6.885,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9842015843270768,0.9098859912044764,0,0,0,1,1,1,3.7351,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8729149868174836,0.7617244392081757,0,0,0,1,1,1,6.0459,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.9058237545922958,0.7977728803315953,0,0,0,1,1,1,4.478,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,1,0.7021337705913702,0.7426925312449222,0,0,0,1,1,1,5.3547,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8502796623329311,0.9942298519617385,0,0,0,1,1,1,4.375,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7108833106842228,0.8831041223301614,0,0,0,1,1,1,4.0688,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8650767615065199,0.7795725781734045,0,1,0,0,1,1,6.8122,1,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.9670235463944619,0.6048461080438409,0,0,0,1,1,1,1.1956,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9808415478451182,0.8081933657562194,0,0,0,1,1,1,4.8849,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8567602758627879,0.9935712806806472,0,0,0,0,0,1,1.3611,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8328793935231427,0.8092243635892208,0,0,0,1,1,1,4.7211,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.9740549573320633,0.6729706741956455,0,0,0,1,1,1,7.727,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8953468512790416,0.60883749884191,0,0,0,1,1,1,0.9282,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7188207910661387,0.7418815032496836,0,0,0,0,0,1,3.6651,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8350604175235743,0.9672912222786427,0,0,0,1,1,1,6.5148,1,0,0,0,REJECT,1,0,0,0
40000.0,45,3,0.7696710553546481,0.9986216432703524,0,0,0,1,1,1,3.2727,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,1,0.8362432532201176,0.9781471899248011,0,0,0,1,1,1,4.4024,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8320850158818449,0.8917679973017028,0,0,0,0,0,1,1.3603,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8688219928162751,0.8232570913762621,0,0,0,1,1,1,2.173,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8034634422012829,0.8362744585529008,1,0,0,0,1,1,5.6482,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7476384303422191,0.8155968036367843,0,0,0,1,1,1,6.7144,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8460786360310872,0.8828197219691953,0,0,0,0,0,1,5.3484,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.940758836460271,0.7675492906781409,0,0,0,1,1,1,6.7769,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8925635461396046,0.8676816019823061,0,0,0,1,1,1,5.0424,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.7981266811183125,0.6486448459828804,0,0,0,0,0,1,6.5766,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9713016766000686,0.7062781226245936,0,0,0,0,0,1,7.8717,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.9645401956622628,0.9344012155234518,0,0,0,0,0,1,1.1212,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7607110358213887,0.9614995722973565,0,0,0,1,1,1,4.0974,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7114310996849053,0.8156032950241199,0,0,0,1,1,1,1.9242,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.914979525421721,0.6126542468851729,0,0,0,0,0,1,3.9892,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,5,0.9400069757912545,0.9707894283167072,0,0,0,1,1,1,4.2469,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.980680724125893,0.8808257032109146,0,0,0,0,0,1,5.1644,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9580525542856101,0.7656111695021444,1,1,0,1,3,1,3.7947,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8741550827798603,0.8393515772797986,0,0,0,1,1,1,2.9353,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8537151783715904,0.7719099337765465,0,0,0,1,1,1,0.8238,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.70807390486615,0.7861356906928204,0,0,0,1,1,1,0.761,0,0,1,0,APPROVE,0,0,1,0
40000.0,45,0,0.7715303695849856,0.9547239462637607,0,0,0,1,1,1,1.8126,0,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.8332882780025487,0.6644336987668445,0,0,0,1,1,1,3.8674,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8822661310242347,0.6414676541928946,0,0,0,1,1,1,3.6314,1,0,0,1,ESCALATE,1,0,0,0
40000.0,45,0,0.8616030316623391,0.6010914978052063,1,0,0,1,2,1,1.9302,0,0,0,0,ESCALATE,1,0,0,0
70000.0,45,0,0.9153644370076902,0.7256001502448507,0,0,0,0,0,1,6.6675,0,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.7811324099572419,0.658965506593771,0,0,0,1,1,1,5.6262,0,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.8638362562192172,0.6879941980552444,0,0,0,1,1,1,3.0737,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7255612505833297,0.6044955930661507,0,0,0,1,1,1,6.4773,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,0,0.81996300183913,0.6908781658750813,0,0,0,1,1,1,7.9193,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.9175466415568343,0.7330846327729496,0,0,0,1,1,1,2.3378,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9010862474944228,0.6126269985639525,0,0,0,1,1,1,3.2194,0,0,0,1,APPROVE,0,0,1,0
40000.0,45,3,0.9872863937799319,0.8431616497188591,0,0,0,1,1,1,7.9467,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7805884265364492,0.8275201395535032,0,0,0,0,0,1,1.5341,0,0,0,1,APPROVE,0,0,1,0
40000.0,45,1,0.844474896760454,0.63881431140397,0,0,0,1,1,1,1.0789,0,0,0,0,APPROVE,1,0,0,0
50000.0,45,3,0.795563819994459,0.8380039110073604,0,0,0,1,1,1,4.4074,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8277749030771606,0.9994615674435511,0,0,1,1,2,1,4.0132,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9485155376621226,0.9777875811246163,0,0,0,1,1,1,1.0872,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.898420631804661,0.6010683973470653,0,0,0,1,1,1,2.6753,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9559079454907986,0.9181513245321439,0,0,0,1,1,1,3.642,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7590182214162471,0.7414421104945944,0,0,0,1,1,1,6.6666,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9532747241740169,0.625460548133851,0,0,0,0,0,1,5.8088,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7173310595117315,0.7183932854864832,1,0,0,0,1,1,7.3589,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9576937913267742,0.7286946065251849,0,0,0,1,1,1,2.9937,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.795431396043611,0.8092976957236228,0,0,0,1,1,1,2.8203,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7912304136900793,0.8644335069075418,0,0,0,0,0,1,3.9739,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.8485056872426125,0.8996222448833632,0,0,0,0,0,1,0.5565,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9728001544397372,0.6983612170253066,0,0,0,0,0,1,2.0549,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.7138565957576075,0.7287082280993988,0,0,0,1,1,1,2.086,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8021469827705161,0.7233526827438941,0,0,0,0,0,1,0.9582,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9484058767181673,0.7450947472483506,0,0,0,0,0,1,3.9135,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8148557984562853,0.9998625235825355,0,0,0,1,1,1,7.2914,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.7577555003031494,0.9111773211309704,0,0,0,0,0,1,0.5302,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.8231903125861094,0.9899961861074789,0,0,0,0,0,1,5.2131,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8118102254325841,0.8772444238188228,0,0,0,1,1,1,7.095,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.965470698425344,0.7625082806589137,0,0,0,0,0,1,1.3064,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9209609689654982,0.75589767345079,0,0,0,0,0,1,7.3794,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8464835111657618,0.795432457990018,0,0,0,0,0,1,6.6389,1,0,0,1,APPROVE,1,0,0,0
40000.0,45,3,0.9866274643492556,0.766747913345775,0,0,0,0,0,1,2.1093,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8349304840700178,0.9313304984370983,0,0,0,1,1,1,7.2901,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7168889709378797,0.7860008052106772,0,0,0,1,1,1,6.5301,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7760595533263456,0.7182457440843384,0,0,0,1,1,1,1.3354,0,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.8264604392636006,0.9099441074786607,0,0,0,0,0,1,6.7295,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.7455017610023748,0.9417681637525579,0,0,0,1,1,1,4.5664,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.9747938866339725,0.7681715824561806,0,0,0,1,1,1,6.6197,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.9223861803671543,0.8671234287622127,0,0,0,1,1,1,5.1325,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7778032881240541,0.6235218135553219,0,0,0,1,1,1,3.4389,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.8713333147201956,0.8117859407885867,0,0,0,1,1,1,5.0086,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9092202555617759,0.6179924550982032,0,0,0,0,0,1,5.2714,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.9729708893829714,0.6116763361977872,0,0,0,1,1,1,6.2465,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9556742512608691,0.8451699402090956,0,0,0,0,0,1,6.7301,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.849405745580082,0.7213341529579949,0,0,0,1,1,1,5.4741,0,0,0,0,REJECT,0,0,1,0
40000.0,45,0,0.9246492597399751,0.8970148649821861,0,0,0,1,1,1,7.9224,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8630219786099996,0.9584330242530369,1,0,0,1,2,1,6.3391,0,0,0,1,APPROVE,1,0,0,0
40000.0,45,1,0.8602841281132065,0.6557564694921403,0,0,0,0,0,1,7.3307,0,0,0,0,REJECT,1,0,0,0
40000.0,45,3,0.7332751679180756,0.8898091354315696,0,0,0,1,1,1,2.8962,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.736579920824684,0.8058079993153373,0,0,0,1,1,1,2.8717,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8535647483565126,0.6448477000650795,0,0,0,1,1,1,3.2175,0,0,0,1,ESCALATE,0,0,1,0
40000.0,45,5,0.7779698480439119,0.8606370425922898,0,0,0,0,0,1,3.7979,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.7061007017135359,0.8437867212425891,0,0,0,1,1,1,7.7105,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9096233691310616,0.806256746960313,0,0,0,0,0,1,1.0515,0,0,0,1,APPROVE,1,0,0,0
40000.0,45,3,0.7094211130401478,0.9705884818238633,0,0,0,1,1,1,4.2383,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8726302839201758,0.8084318784416066,0,0,0,1,1,1,1.7087,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8563662002969211,0.996206046180085,0,0,0,1,1,1,6.5817,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9809562602675632,0.8036915255392444,0,0,0,1,1,1,0.7336,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8404218104108161,0.646340815320547,0,0,0,1,1,1,3.9136,0,0,0,0,APPROVE,1,0,0,0
50000.0,45,3,0.7184444165495611,0.7881885004300122,0,0,0,1,1,1,3.4606,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8599895106638739,0.6729315050220285,0,0,0,1,1,1,1.1914,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9439178894786694,0.8388533940869709,0,0,0,0,0,1,3.3254,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9890862924416175,0.8772528700774405,0,0,0,0,0,1,6.5677,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.824799520369831,0.7873741114828374,0,0,0,1,1,1,1.5311,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7928866353240553,0.6390811870732592,0,0,0,1,1,1,7.8763,0,0,1,0,ESCALATE,0,0,1,0
40000.0,45,3,0.9629294561160797,0.7874565594334212,0,0,0,1,1,1,0.9384,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7554602174320751,0.6325816858937602,0,0,0,1,1,1,2.6683,0,0,0,1,APPROVE,0,0,1,0
40000.0,45,1,0.8784743853595487,0.8728503822026136,0,0,0,1,1,1,6.3117,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.8176571830124748,0.916147289946035,0,0,0,1,1,1,3.1814,1,0,0,0,APPROVE,0,0,1,0
40000.0,0,3,0.711913885837111,0.9849521308908156,0,0,0,1,1,1,4.1027,0,1,0,0,REJECT,1,0,0,0
40000.0,45,5,0.8007136575486523,0.6595208428513826,0,0,0,1,1,1,1.8999,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7769162715257756,0.8129681342133217,0,0,0,1,1,1,5.8662,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8989664346436111,0.8270149470141674,0,0,0,0,0,1,1.8466,0,0,0,1,APPROVE,1,0,0,0
40000.0,45,3,0.9751492443306562,0.9689906135123919,0,0,0,0,0,1,6.8655,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7777336843398049,0.8509106562386057,0,0,0,0,0,1,4.5462,1,0,0,1,ESCALATE,1,0,0,0
40000.0,45,3,0.9353251223539877,0.6582038582581284,0,0,0,1,1,1,4.6112,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7160543469121388,0.7745405295852756,0,0,0,0,0,1,7.5013,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.8560550929115458,0.8619050114025002,0,0,0,1,1,1,6.2975,0,0,1,0,ESCALATE,0,0,1,0
40000.0,45,0,0.7204595184758694,0.8801137728277189,0,0,0,0,0,1,6.0735,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,5,0.9708695674278853,0.9452295994362294,0,0,0,0,0,1,6.9353,0,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.9222418713616432,0.6722028479377589,0,0,0,1,1,1,1.1886,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8908054742493318,0.9806168587021994,0,0,0,1,1,1,5.9453,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9389299506711526,0.6236557648062369,0,0,0,1,1,1,2.2491,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8877807407153473,0.9935048538275608,0,0,0,1,1,1,2.6071,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9809938751805445,0.9431068371465634,0,0,0,1,1,1,0.6136,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9070478048807837,0.8641091131048685,0,0,0,0,0,1,7.2029,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9681509967788515,0.8939982001057687,0,0,0,1,1,1,6.0433,1,0,1,0,APPROVE,0,0,1,0
40000.0,45,1,0.8499682486830851,0.6290768023675185,0,0,0,1,1,1,1.5447,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7339486797647401,0.6165919451577809,0,0,0,1,1,1,2.9594,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.853171539212675,0.6407063186205462,0,0,0,1,1,1,4.0995,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.736793120138297,0.6349439258656551,0,0,0,0,0,1,4.2043,0,0,0,0,APPROVE,1,0,0,0
